Word,meanings,image_file_path,image_url
surfeit,"2. Overindulgence, or a bout of overindulgence, in something, especially food or drink.
3. Disgust or revulsion resulting from overindulgence.
4. Etymology: from Old French
surfet
surfaire
sur-
faire
facere","images\surfeit_1934_0.jpg,images\surfeit_1934_1.jpg","http://www.wordinfo.info/words/images/surfeit-1.jpg,http://www.wordinfo.info/words/images/surfeit-2.jpg"
surmise,"premise
2. Property upon which a building may be placed; a building: With the windfall from the lottery, Francisca decided to purchase a
premise
3. Something that is taken for granted or assumed: It was the
premise
surmise","images\surmise_1935_0.jpg,images\surmise_1935_1.jpg","http://www.wordinfo.info/words/images/surmise-1.jpg,http://www.wordinfo.info/words/images/surmise-2.jpg"
surrogate,"surrogate
2. A person appointed to represent or to act on behalf of others: Mike was appointed as the
surrogate
3. Anyone who provides or receives nurture, or parental care, even though when not related by blood or legal ties: Mildred's foster father was a genuine
surrogate
4. A judge who probates wills and settles estates: Mr. Nelson, the
surrogate
5. In psychology, a substitute authoritative figure; or a respected person who replaces a lost or nonexistent parent in someone's subconscious; such as, a teacher or an older sibling: During counseling, Peter realized that he had thought of his grade seven teacher as a
surrogate
6. Etymology: from Latin
surrogatus
surrogare
sub
rogare",,
susceptibility,,,
swill,,,
sylvan,,,
synchronism,"synchronism
2. Arrangement or treatment of synchronous events, etc. together or in conjunction: Mr. Straight was responsible for the
synchronism
3. Representation of events of different times together, e.g. in the same picture: As an example of
synchronism",,
taciturm,,,
tamp,,,
tantamount,"tantamount
tantamount to
tantamount
tantamount
tantus
tam
amonter
ad-
montem

so you can see more of Mickey Bach's cartoons.","images\tantamount_1943_0.jpg,images\tantamount_1943_1.jpg","http://www.wordinfo.info/words/images/tantamount-1.jpg,http://www.wordinfo.info/words/images/tantamount-2.jpg"
tardy,"2. Late; behind time; not on time.
2. Moving, or acting, slowly; slow; sluggish.
3. Delaying some kind of action because of reluctance to do it.
4. Occurring, arriving, acting, or doing something after a scheduled, expected, or usual time; late.",,
tautology,"2. The redundant repetition of a meaning in a sentence, using different words.
3. In rhetoric, a tautology is the use of redundant language in speech or writing, or, put simply, ""saying the same thing twice"".
4. In logic: a compound propositional form all of whose instances are true, as A or not A; a proposition or statement that, in itself, is logically true; as, ""Today, that competing swimmer will win or will not win.""",,
taxidermy,"taxidermy
2. Etymology: from the Greek words
taxis
derma
so you can see more of Mickey Bach's cartoons.",images\taxidermy_1946_0.jpg,http://www.wordinfo.info/words/images/taxidermy-1.jpg
temerity,"temerity
2. Reckless confidence that might be considered to be rude or offensive: No one had the
temerity
3. Etymology: from Middle French
témérité
temeritatem, temeritas
temere
tenebrae

so you can see more of Mickey Bach's cartoons.
temerity

The Atlantic
temerity

New York Times","images\temerity_1947_0.jpg,images\temerity_1947_1.jpg","http://www.wordinfo.info/words/images/temerity-1.jpg,http://www.wordinfo.info/words/images/temerity-2.jpg"
temperance,"temperance
2. Restraint in the use of or abstinence from alcoholic liquors: At first,
temperance
3. Etymology: from Latin
temperare
temperance
temperate.",,
temporal,"temporal
2. Connected with life in this world rather than a spiritual life: Making music or painting pictures are
temporal
3. Relating to something which is limited by length of periods: Susan was finally lucky enough to get a
temporal
so you can see more of Mickey Bach's cartoons.",images\temporal_1949_0.jpg,http://www.wordinfo.info/words/images/temporal-1.jpg
temporise,,,
tunacity,,,
tondentious,,,
terse,"terse
2. An unfriendly and brief utterance; curt: The police officer's questions regarding the accident that Jake had were
terse
3. Etymology: from Latin
tersus
tergere

so you can see more of Mickey Bach's cartoons.","images\terse_1953_0.jpg,images\terse_1953_1.jpg","http://www.wordinfo.info/words/images/terse-1.jpg,http://www.wordinfo.info/words/images/terse-2.jpg"
thrall,"thrall
Ivanhoe
2. A person who is morally or mentally enslaved by some power, influence, etc.: Mollie was a
thrall
3. Etymology: Old English
þrael
þraell",,
timorous,,images\timorous_1955_0.jpg,http://www.wordinfo.info/words/images/timorous-1.jpg
tincture,,,
tinsel,2. Something worthless that appears glamorous.,,
titillate,"2. To tickle; excite a tingling or itching sensation in, as by touching or stroking lightly.
3. To excite another, especially in a superficial, pleasurable manner.",,
toadv,,,
topography,"2. The features on the surface of an area of land.
3. The detailed mapping or charting of the features of a relatively small area, district, or locality.
4. A detailed description; especially, by means of surveying; of particular localities;such as, cities, towns, or estates.
5. The features, relations, or configuration of a structural entity.
6. A schema of a structural entity; such as, of the mind, a field of study, or society, reflecting a division into distinct areas having a specific relation or a specific position relative to one another.
7. A study or detailed description of the various features of an object or entity and the relationships between them.
8. In anatomy, the description of any part of the body, especially in relation to a definite and limited area of the surface.",,
torpid,,"images\torpid_1961_0.jpg,images\torpid_1961_1.jpg","http://www.wordinfo.info/words/images/torpid-1.jpg,http://www.wordinfo.info/words/images/torpid-2.jpg"
torpor,"2. A state of mental or physical inactivity or insensibility: ""Mike was experiencing significant torpor after working for two days without any sleep.""
3. A situation in which an organism is inactive and it might be a result of damage to the nervous system or it might be a natural reaction to conserve energy: ""Some mosquitoes pass the winter in a state of torpor so they can survive freezing temperatures.""",,
torque,"2. The tendency of a force applied to an object to cause the object to rotate around a given point: ""A rotational torque is used as a basic measure of the propulsive effect of a powered wheel.""
3. A metal collar or armband worn by the ancient Gauls and Britons.",,
tractable,"tractable
2. Etymology: from Latin
tractabilis
tractare

so you can see more of Mickey Bach's cartoons.","images\tractable_1964_0.jpg,images\tractable_1964_1.jpg","http://www.wordinfo.info/words/images/tractable-1.jpg,http://www.wordinfo.info/words/images/tractable-2.jpg"
transfigure,"2. To transform the appearance of someone or something, revealing great beauty, spirituality, or magnificence.",,
transfix,"transfix
2. To render motionless, as with terror, amazement, or awe: The huge amount of snow which fell during the night completely
transfixed
3. To shock or terrify somebody so much as to induce a momentary inability to move: The news that Alfred had an unknown brother living with a different family completely
transfixed
4. To cut through a part of the body completely; such as, when amputating a bodily limb: The doctor had to completely
transfix

so you can see more of Mickey Bach's cartoons.","images\transfix_1966_0.jpg,images\transfix_1966_1.jpg","http://www.wordinfo.info/words/images/transfix-1.jpg,http://www.wordinfo.info/words/images/transfix-2.jpg"
transitor,,,
transvestite,"trans-
cross-dresser",,
travail,"travel
travel",images\travail_1969_0.jpg,http://www.wordinfo.info/words/images/travail-1.jpg
traverse,,,
travesty,"travesty
2. Something that is shocking, upsetting, or ridiculous because it is not what it is supposed to be: Bertha thought it was a
travesty
travesty
travesty
4. Etymology: meaning ""dressed so as to be made ridiculous or burlesqued (make funny or joke about)"", from French
travesti
travestir
travestire
trans-
vestire
vest
travesty
travestirse

so you can see more of Mickey Bach's cartoons.","images\travesty_1971_0.jpg,images\travesty_1971_1.jpg","http://www.wordinfo.info/words/images/travesty-1.jpg,http://www.wordinfo.info/words/images/travesty-2.jpg"
trite,"trite
2. Worn out by abrading and extensive usage by vehicles: The local road was so frequently used by so many cars, trucks, etc. that it became the most
trite
so you can see more of Mickey Bach's cartoons.",images\trite_1972_0.jpg,http://www.wordinfo.info/words/images/trite-1.jpg
truce,"truce
truce
truce
trewes, trues
trewe
treow
trouw
Treue
true",,
trudge,,,
truism,,,
truncate,"truncate
2. To decrease a presentation by making it briefer; especially, by removing the end of it: Television coverage of the soccer match was
truncated
3. To restrict the precision of a decimal number by limiting or dropping the digits to the right of the decimal point without rounding them: The numbers 1.4262 and 1.4887 can both be
truncated
4. Etymology: from Latin
truncare

so you can see more of Mickey Bach's cartoons.","images\truncate_1976_0.jpg,images\truncate_1976_1.jpg","http://www.wordinfo.info/words/images/truncate-1.jpg,http://www.wordinfo.info/words/images/truncate-2.jpg"
tryst,"tryst
2. An appointment to meet at a designated time and place: Martin suggested that Todd and Karin have a
tryst
3. Etymology : from Old French
triste
ambush


so you can see more of Mickey Bach's cartoons.","images\tryst_1977_0.jpg,images\tryst_1977_1.jpg,images\tryst_1977_2.jpg","http://www.wordinfo.info/words/images/tryst-1.jpg,http://www.wordinfo.info/words/images/tryst-2.jpg,http://www.wordinfo.info/words/images/tryst-4.jpg"
tumid,2. Using language or a style of speaking that is bombastic or inflated.,,
turbid,"turbid
2. A reference to a thick, heavy, dark, or dense situation: Smoke, fog, air, and clouds are examples of some
turbid
3. Concerning someone who is confused, disturbed, disorientated, or in a state of turmoil; muddled; disturbed: Henry was in a
turbid
4. Etymology: from Latin
turbidus
turba

so you can see more of Mickey Bach's cartoons.","images\turbid_1979_0.jpg,images\turbid_1979_1.jpg","http://www.wordinfo.info/words/images/turbid-1.jpg,http://www.wordinfo.info/words/images/turbid-2.jpg"
tutelage,"tutelage
2. A helpful influence or guidance: Jim's company is relying on the
tutelage",,
ubiquitous,"ubiquitous
ubiquitous

so you can see more of Mickey Bach's cartoons.","images\ubiquitous_1981_0.jpg,images\ubiquitous_1981_1.jpg","http://www.wordinfo.info/words/images/ubiquitous-1.jpg,http://www.wordinfo.info/words/images/ubiquitous-2.jpg"
ululate,"ululating
2. To make a noisy declaration of joy and happiness: Abraham
ululated
3. To emit very loud cries, yowling, or howling, either for communicating or indicating pain; also produced by animals: The wolves were
ulutating
4. Etymology: from Latin
ululatus
ululare
so you can see more of Mickey Bach's cartoons.",images\ululate_1982_0.jpg,http://www.wordinfo.info/words/images/ululate-1.jpg
umbra,"2. In astronomy, the shadow region over an area of the earth where a solar eclipse is total.
3. The darkest region of a sunspot.
4. A shade; such as, a ghost.",,
umbrage,"umbrage
umbrage
umbrage
3. Something that provides shade or a shadow: There are leaves that provide
umbrage
4. A vague or shadowy shape or simply an indication; a hint: Shirley had an
umbrage
5. A shadowy appearance of something: When looking out of the living room window that night, Alice thought she saw an
umbrage

so you can see more of Mickey Bach's cartoons.","images\umbrage_1984_0.jpg,images\umbrage_1984_1.jpg","http://www.wordinfo.info/words/images/umbrage-1.jpg,http://www.wordinfo.info/words/images/umbrage-2.jpg"
undulate,2. To function or to exist in a wavy pattern or with a rising and falling motion.,,
unencumbered,,,
unequivocal,"unequivocal
2. Relating to a situation which is not subject to conditions or exceptions; allowing for no doubt or misinterpretation: Since Tim spelled all the words correctly in the test, it was
unequivocal
3. Pertaining to a statement, a question, a comment, etc. which is expressed in a clear and specific way: The explanations of how to use the coffee machine were very explicit and
unequivocal
so you can see more of Mickey Bach's cartoons.",images\unequivocal_1987_0.jpg,http://www.wordinfo.info/words/images/unequivocal-1.jpg
uniounded,,,
unhinge,,,
unmitigated,"unmitigated
unmitigated
unmitigated
2. Descriptive of something that is without qualification or exception; absolute: Peggy told the police officer an
unmitigated


so you can see more of Mickey Bach's cartoons.","images\unmitigated_1990_0.jpg,images\unmitigated_1990_1.jpg,images\unmitigated_1990_2.jpg","http://www.wordinfo.info/words/images/unmitigated-1.jpg,http://www.wordinfo.info/words/images/unmitigated-2.jpg,http://www.wordinfo.info/words/images/unmitigated-3.jpg"
